map_id,ablation,persona,success,path_length,states_explored,confusion_index,navigation_entropy,cognitive_load,aha_latency,deliberation_events,budget_exhaustion_events,peak_frustration,affordance_reactivations,affordance_guided_steps,inventory_change_events,focus_switches,focus_guided_steps,oracle_status,oracle_success,confusion_ratio,solver_status,time_ms
D1_v2,no_affordance,balanced,0,10001,10000,38.6865,1.8527,0.9165,0,52,0,0.8675,0,4991,5,4,4998,timeout,0,nan,timeout,17885.188
D1_v2,no_focus,balanced,0,10001,10000,33.1331,2.0,1.0587,0,48,0,0.8813,1,4977,7,5,5001,timeout,0,nan,timeout,18012.799
D2_v1,full,balanced,1,71,70,0.0,1.4583,0.9504,5,5,0,0.5706,0,0,0,0,62,solved,1,1.2909,solved,117.149
D2_v1,no_revisit,balanced,1,71,70,0.0,1.4583,0.9504,5,5,0,0.5706,0,0,0,0,62,solved,1,1.2909,solved,116.298
D2_v1,no_uncertainty,balanced,0,10001,10000,150.5303,2.0,0.638,0,10,0,0.8763,0,0,1,0,5023,solved,1,nan,timeout,14697.416
D2_v1,no_deliberation,balanced,1,71,70,0.0,1.4583,0.9504,5,0,0,0.9051,0,0,0,0,62,solved,1,1.2909,solved,104.675
D2_v1,no_affordance,balanced,1,71,70,0.0,1.4583,0.9504,5,5,0,0.5706,0,0,0,0,62,solved,1,1.2909,solved,117.691
D2_v1,no_focus,balanced,1,71,70,0.0,1.4583,0.9504,5,5,0,0.5706,0,0,0,0,62,solved,1,1.2909,solved,113.972
D2_v2,full,balanced,0,10001,10000,111.3708,2.0,0.79,0,18,0,0.8516,0,0,2,0,5020,solved,1,nan,timeout,15362.987
D2_v2,no_revisit,balanced,0,10001,10000,112.6477,2.0,0.7901,0,18,0,0.8637,0,0,2,0,5020,solved,1,nan,timeout,15671.338
D2_v2,no_uncertainty,balanced,0,10001,10000,106.5376,1.9989,0.7915,0,19,0,0.9044,0,0,3,0,5020,solved,1,nan,timeout,15166.845
D2_v2,no_deliberation,balanced,0,10001,10000,101.051,2.0,0.788,0,0,0,1.296,0,0,3,0,5020,solved,1,nan,timeout,15619.563
D2_v2,no_affordance,balanced,0,10001,10000,111.3708,2.0,0.79,0,18,0,0.8516,0,0,2,0,5020,solved,1,nan,timeout,15535.457
D2_v2,no_focus,balanced,0,10001,10000,110.1222,1.9991,0.7965,0,13,0,0.8645,0,0,3,0,5020,solved,1,nan,timeout,17048.427
D3_v1,full,balanced,1,144,143,0.036,1.8203,1.0974,5,12,0,0.5552,0,8,4,3,102,timeout,0,nan,solved,264.865
D3_v1,no_revisit,balanced,0,10001,10000,80.3089,1.3489,0.4771,0,15,0,0.9353,0,0,2,0,5016,timeout,0,nan,timeout,17399.242
D3_v1,no_uncertainty,balanced,1,158,157,0.0327,1.8542,1.0973,5,8,0,0.5115,0,12,2,1,108,timeout,0,nan,solved,281.431
D3_v1,no_deliberation,balanced,1,232,231,0.1262,1.9256,1.0973,5,0,0,1.1462,0,58,6,5,111,timeout,0,nan,solved,383.33
D3_v1,no_affordance,balanced,1,144,143,0.036,1.8203,1.0974,5,12,0,0.5552,0,8,4,3,102,timeout,0,nan,solved,264.011
D3_v1,no_focus,balanced,1,150,149,0.0274,1.838,1.0971,5,8,0,0.5115,0,10,3,1,69,timeout,0,nan,solved,260.679
D3_v2,full,balanced,0,10001,10000,41.5574,2.0,0.9104,0,27,0,0.8449,3,7381,4,2,5006,timeout,0,nan,timeout,17608.573
D3_v2,no_revisit,balanced,0,10001,10000,54.2541,2.0,0.7895,0,4899,4078,1.4008,2,4978,3,1,5002,timeout,0,nan,timeout,20665.682
D3_v2,no_uncertainty,balanced,0,10001,10000,34.9748,1.9926,1.0632,0,61,3,1.2522,2,4971,5,4,5016,timeout,0,nan,timeout,19490.445
D3_v2,no_deliberation,balanced,0,10001,10000,39.6545,1.9234,0.7618,0,0,0,1.2932,3,8199,4,2,5010,timeout,0,nan,timeout,20274.239
D3_v2,no_affordance,balanced,0,10001,10000,56.1486,1.999,0.7637,0,19,0,0.8516,0,7500,3,2,5021,timeout,0,nan,timeout,19710.967
D3_v2,no_focus,balanced,0,10001,10000,50.2872,1.9707,1.0699,0,19,0,0.8516,2,7908,3,2,5010,timeout,0,nan,timeout,19753.97
