config,seed,success,solvable,confusion_ratio,confusion_index,path_optimal,tile_prior_kl,graph_edit_distance,generation_time_sec,novelty,reconstruction_error,constraint_valid,room_repair_rate,tiles_repaired,topology_representable_edge_rate,topology_edge_connection_recall,topology_phantom_connection_rate,topology_preservation_score,directed_representable_edge_rate,directed_edge_realization_rate,directed_directionality_leak_rate,directed_edge_preservation_score,raw_topology_preservation_score,raw_directed_directionality_leak_rate,raw_topology_failed,raw_topology_error_count,raw_topology_error,error
FULL,95,True,False,,617.5618556701031,0.0,1.4659132197077118,0.06833333333333333,225.38158893585205,0.05603680700143153,0.2784090909090909,1.0,1.0,242.0,0.5294117647058824,0.2222222222222222,0.4,0.3982352941176471,0.07142857142857142,0.0,0.0,0.0,0.3982352941176471,0.0,False,0,,
FULL,96,True,False,,1427.5833333333333,0.0,1.24580722968248,0.0517156862745098,193.24143052101135,0.0015427343076394088,0.20454545454545456,1.0,1.0,237.0,0.3684210526315789,0.14285714285714285,0.0,0.3300751879699248,0.06451612903225806,0.0,0.0,0.0,0.3300751879699248,0.0,False,0,,
FULL,97,True,True,1.847457627118644,0.06862745098039216,0.5412844036697247,1.12572438188465,0.09214285714285714,16.40340542793274,0.04483560868023939,0.23863636363636365,1.0,1.0,85.0,0.5833333333333334,0.42857142857142855,0.25,0.5303571428571429,0.2222222222222222,0.5,0.5,0.25,0.5303571428571429,0.5,False,0,,
FULL,98,True,False,,0.03305785123966942,0.0,1.2209263605113474,0.14025974025974025,34.2201087474823,0.04223635204516261,0.19318181818181818,1.0,1.0,148.0,0.2857142857142857,0.0,0.0,0.22857142857142856,0.13636363636363635,0.0,0.0,0.0,0.22857142857142856,0.0,False,0,,
FULL,99,True,False,,1557.4545454545455,0.0,1.232529238166042,0.07637362637362638,211.32667589187622,0.08579582973486062,0.2215909090909091,1.0,0.9523809523809523,247.0,0.3333333333333333,0.0,0.0,0.25,0.11764705882352941,0.0,0.0,0.0,0.25,0.0,False,0,,
FULL,100,True,True,1.9655172413793103,0.17525773195876287,0.5087719298245614,1.2385294110495408,0.12412008281573499,17.780726194381714,0.06463018983713802,0.2784090909090909,1.0,0.9285714285714286,285.0,0.46153846153846156,0.0,0.0,0.3076923076923077,0.047619047619047616,0.0,0.0,0.0,0.3076923076923077,0.0,False,0,,
FULL,101,True,False,,401.68791946308727,0.0,1.2880936451710103,0.050577518456775425,268.9155731201172,0.057506325580067144,0.14204545454545456,1.0,0.9473684210526315,141.0,0.47368421052631576,0.0,0.0,0.3131578947368421,0.06060606060606061,0.0,0.0,0.0,0.3131578947368421,0.0,False,0,,
FULL,102,True,False,,608.1421319796955,0.0,1.4119879480535928,0.10201465201465201,260.9001955986023,0.07951876846641714,0.26704545454545453,1.0,1.0,209.0,0.38461538461538464,0.0,0.0,0.2730769230769231,0.09523809523809523,0.0,0.0,0.0,0.2730769230769231,0.0,False,0,,
FULL,103,True,False,,726.2787878787879,0.0,1.2445536443797616,0.09122549019607842,240.36950993537903,0.060296657902672135,0.11363636363636363,1.0,1.0,200.0,0.35294117647058826,0.0,0.14285714285714285,0.24453781512605044,0.10714285714285714,0.0,0.0,0.0,0.24453781512605044,0.0,False,0,,
FULL,104,True,False,,446.7649253731343,0.0,1.2120650027003987,0.08653846153846154,302.02431654930115,0.038528329010353926,0.14204545454545456,1.0,0.9583333333333334,341.0,0.4,0.7,0.14285714285714285,0.5807142857142857,0.09523809523809523,0.5,0.5,0.25,0.5807142857142857,0.5,False,0,,
FULL,105,True,False,,590.1379310344828,0.0,1.220532945289143,0.1261904761904762,245.74193906784058,0.07684231921369479,0.09090909090909091,1.0,1.0,88.0,0.46153846153846156,0.0,0.0,0.3076923076923077,0.14285714285714285,0.0,0.0,0.0,0.3076923076923077,0.0,False,0,,
